,Unnamed: 0,sample_longitude,sample_latitude,row_idx,status,radius,latitude,longitude,panorama_id,uuid
2006,2006,16.6454997482442,46.39415411002916,2006.0,OK,,46.39305355434713,16.64559068847134,p4SbWyrhlherY1a3uxPSqQ,915908f3-37a8-4d08-aa15-4fea20caae73
2007,2007,17.474240452115286,43.02927517575048,2007.0,OK,,43.03288768697913,17.47036010371247,o_ULEmLnq6u81HozWmt_OA,04291bb4-ff7f-433e-90a0-c459c3e6bfef
2010,2010,14.13828047565603,45.217028017707,2010.0,OK,,45.2176407749156,14.14552378683714,RsH0D5nqnjINnLCJiOfGQw,050377ea-7ccd-4ad1-a8c5-338702b341bf
2013,2013,17.441234303039774,45.246328561389696,2013.0,OK,,45.25236733597433,17.44560042156034,d1fUyTC4xTQegzRQFj7l0w,42c52a2a-b4b7-4d43-9a1d-343a35933636
2015,2015,18.456004149895804,45.75048145519837,2015.0,OK,,45.74863115370919,18.46042186801702,G2qLJT5QE0QLWPvwpUnKSA,55cb0edd-8160-4dfc-91ab-097c50b501b5
2017,2017,18.12041520748983,42.64995344785564,2017.0,OK,,42.64680541590354,18.11739286180873,ZYDPJLoX0hVZW74FbgkZfw,e7d840d7-f450-4056-a45b-49116473d62f
2018,2018,13.89871302738262,45.32785054093171,2018.0,OK,,45.32772888137112,13.89854792690619,G2D0M1zA71I3JKD6c1uKXQ,41a3b71f-00aa-48ac-89e3-c3c5bebe956a
2019,2019,17.049984841422045,45.39044497429461,2019.0,OK,,45.39070143570225,17.04984044180821,_Pdk2VvTeJM4KUj0zfvXIg,74a2e38e-d101-4bd0-9972-ab6a55a19c58
2023,2023,14.64210762731708,45.244613866210045,2023.0,OK,,45.24309885778455,14.64062656870268,gDYstWcZ1jZUBFxpBuFbkQ,81457e9c-286d-410c-adda-40bac29d5f7f
2024,2024,16.349918953582822,46.23544778504974,2024.0,OK,,46.23580131828989,16.34850047839621,WckQknNvFQOQrrSedbd23Q,f3fc4004-62cf-4351-9848-53a729886e46
2025,2025,16.861588218565824,46.01251271294843,2025.0,OK,,46.01376551161717,16.85240662460789,0DJLBQPs7ma5LhgAnyXsDQ,7f146b88-50b7-4903-a802-5622572afcab
2028,2028,17.896990053246896,45.156157618952186,2028.0,OK,,45.15310499916141,17.89717292007261,mcsY7trLD02xWrlIeXuQHA,895082ae-f0e3-4e27-bd8d-d0b3cefb1746
2030,2030,15.10130922961527,44.67940445461037,2030.0,OK,,44.67954505134593,15.10177645463995,UK-cXMKzpigyys3xMa3RRg,0e7b3d24-cb56-4c68-960f-9f4d00180594
2031,2031,15.717309407955872,45.70712750556002,2031.0,OK,,45.70663068914732,15.71846996261219,AVwJdeyV9RwAxAhMDv56hQ,dea9008d-1426-42ab-b6b4-22f5966aa824
2032,2032,17.033753688886577,45.43477918204063,2032.0,OK,,45.43648135276624,17.03316116208654,FGd0C1XxLcT6sIHt66aRCg,a5b0d014-e296-41b8-a89a-9f7dabcb0492
2033,2033,16.34210226987414,45.61676152297608,2033.0,OK,,45.61607310947289,16.34108324306252,SGHQ4jo5BzWyZM9E_oNsqw,065ec418-91b5-42bf-af11-19e4e14d2368
2037,2037,15.605605883715384,45.72918483279274,2037.0,OK,,45.7250875682202,15.60661381599397,ymUHiJ-sWsgmXykB2Uz6jA,35491613-6031-4615-a8bb-fef8809a5720
2039,2039,15.74710622322857,44.126205035521295,2039.0,OK,,44.11932467653204,15.74312590778599,zmeEIoHFf03-IpGZ8mSYtA,996f1266-e0be-4148-bac1-011e90d8f245
2041,2041,15.413209741768304,45.23054348383719,2041.0,OK,,45.22905707580847,15.4013911680584,-z2TuXWbjwYJnYrIDGFwcg,463cbfdb-d4ab-4501-a44d-cee6fb949a22
2042,2042,16.428814967806606,45.488675037798174,2042.0,OK,,45.482186320262,16.43230981317881,Q9iAo_o0-1CNZXzHCYmvWw,783fa075-23fb-499d-afb6-6c02546383f7
2043,2043,13.9777531876448,44.883190758787165,2043.0,OK,,44.88542218556157,13.96580682443719,plT8fXm2i-76yIBkh7oA-w,0ef14709-7245-4063-8ffa-9f0d939ca57a
2046,2046,16.742520219297283,43.58047639775462,2046.0,OK,,43.58135913419267,16.74475471351747,UvTTYywpiL5_PZ33KQ7pDg,6f108f1f-6dc8-43a3-b93c-f6f7955397f5
2047,2047,15.581753912355932,45.77854186382257,2047.0,OK,,45.77867979916505,15.58026734184027,EBLYfZL9KBzGT_Ckergwpg,61d79513-4e1c-4fa5-880c-b0554de43ea1
2048,2048,15.55199601789728,45.53748480252977,2048.0,OK,,45.53599111983451,15.54982748344594,w58mUG0P4x6OmLETmahDIQ,51d7f01f-2c65-48cc-bee9-44036b8a6b4e
2049,2049,18.303878952041902,45.15102106151206,2049.0,OK,,45.15046448386768,18.31195366148248,FGlu20rChN2Rk3_v0UE35w,f21ef3db-d191-4c4a-b092-dafe86443952
2050,2050,19.001715273062803,45.05378713158878,2050.0,OK,,45.04566986207416,19.00120116119369,zh5EmLEghUighKd_F_bi-w,2b0c9d89-03b4-40de-b88d-c011a1c2b96c
2051,2051,17.28854421624536,45.227486251883406,2051.0,OK,,45.23289837503118,17.28898004007958,SwNor7famRr0dtg4cvSqtg,4828f663-551b-4339-a6c5-39cdd5def7e4
2053,2053,16.641681019547388,45.80173331487968,2053.0,OK,,45.80004519507821,16.65368919603374,CeBfkXwsLN03RpjwzuIwYA,ecd620da-f056-4e04-8562-91099da75cef
2056,2056,13.583935989440576,45.35103868750049,2056.0,OK,,45.34797786122176,13.59545347742253,j3BGwKLwPGWKZ2Fgf2KBQQ,0f73d843-eacb-45db-81f8-39e9566a32cc
2057,2057,15.47671243269151,45.5100603451378,2057.0,OK,,45.51385077848995,15.47946645790748,6qy-Rh-JkUpirE-daUXFKg,ceceade3-306a-4548-b11c-41811cb3d667
2058,2058,15.818343995075075,44.68770471150185,2058.0,OK,,44.68650899402315,15.8158239956665,q2M_q0Akw3KDf-Meg8Pnmg,6ab10a20-1850-48e3-9491-503f37e90df5
2059,2059,14.315831264192576,45.413255535259246,2059.0,OK,,45.41752607585833,14.31483156563073,JFRQiZjVNcAg4fUPjzuU-Q,af96b652-4890-490b-834a-a4717e32333f
2061,2061,16.487258207368395,45.640440374682896,2061.0,OK,,45.64468791227853,16.48296685768248,-hVNLZ7B4iEL2cPaQBkooQ,cfc8fdd9-ff6f-4494-810f-76d3dac0d23b
2063,2063,16.00523353433045,45.78383120533696,2063.0,OK,,45.78488000030824,16.00613899894181,irR-IWCNhSYeFUbgsgEKBA,3017cce4-021c-46c2-bd08-95610ec86b0c
2065,2065,16.68998163359135,46.10764817773623,2065.0,OK,,46.10500641863552,16.68085600116524,_l5RilOtPT4k8D13m5LAyw,32608458-2b5d-464e-a60c-a760568aa59a
2067,2067,16.649814426277054,43.59399933407408,2067.0,OK,,43.59264178796185,16.64876885648748,SWYYIpIFzs-TEohrUaB1ag,35333ab9-45fe-46dd-9cb5-3cf7387a3afb
2069,2069,15.026366070806496,45.17742152908614,2069.0,OK,,45.17718236510096,15.0385566701408,vY7qIKw7jJZoJCaK52fFNA,4df7c527-591a-4102-95fa-7922ec345b3b
2071,2071,16.37836435795366,46.28061867662316,2071.0,OK,,46.27936511077418,16.37687297494562,AzD9Gz6XL9bzcNX3x29SIg,a0fa1b29-dc7b-47d2-872b-19e88210df44
2072,2072,18.36058477594916,45.68817719595531,2072.0,OK,,45.6866411523178,18.35954619847236,mXZjeixo6cMeiILGkJv2rQ,7731258f-627a-4b08-ba78-82190a3724ec
2073,2073,15.704871797499155,46.19853817575708,2073.0,OK,,46.198362944568,15.69721352968725,wGo7VsyXxT9V5an1hSTNng,a7c35bf8-30be-45d9-87fd-5d2387389d01
2074,2074,15.97152052181352,45.595058201209056,2074.0,OK,,45.59529471269724,15.96792101010045,JkWO0SEMaLJizW7JXG9eZw,b7cc7442-7935-478f-b402-2e45d0ef72d0
2078,2078,15.058453555598485,44.73432685989855,2078.0,OK,,44.73325973239126,15.05857368576047,xZfih2xykmCVa9BizOLTtA,e517349a-7777-4d99-9eb8-5e4b3e709a50
2079,2079,16.8989194986056,45.57903734423423,2079.0,OK,,45.57785242547131,16.89892133672033,pa2yUXNripzyKxda0cGACg,9b047077-ff5c-48dd-b031-b74f61b35249
2081,2081,15.82232668017756,43.936325248842,2081.0,OK,,43.93127027533843,15.82543368886729,wqvCroyH_285huPbWpF1lg,66317c51-034f-4ad6-99b6-3af1d60000f0
2085,2085,17.220822121932933,45.37232248408946,2085.0,OK,,45.36838605398647,17.22291670573346,oYBmJfILHpdhd_AnCqU4Ng,3a88d052-16bf-4a73-9f83-20ca0ba43aea
2087,2087,13.986151837052995,45.295449246732296,2087.0,OK,,45.29740442830492,13.99223986130002,yG6MTC1fkqPBo17jg6GmsA,c7cbd260-00ff-4b6c-ab51-d520163c2cf1
2089,2089,17.52068898964997,42.95315650785175,2089.0,OK,,42.9562241487851,17.52725923680475,KKpw8ww9r9uQ0zULkoJMGA,adba21b1-7f86-4399-a721-70bb1d594734
2091,2091,16.99122772935488,45.61033883430102,2091.0,OK,,45.6052777076868,16.99714830877245,EMzWN5GTCiAbTTAPwqlzAg,60089238-6e46-475a-a041-d9c54fa2a3f9
2092,2092,17.117715095736745,45.85159740442072,2092.0,OK,,45.85420192483628,17.10940772705636,QjfRajld52MdxUpDmZC6oQ,ab883e0f-e530-4484-b3e8-cc35970ef883
2093,2093,16.70350582035296,45.36000882006485,2093.0,OK,,45.3637327254131,16.70262863745374,9J6ZKN5rbAFoB1TlEH3o1g,44caac21-9a0a-47d9-9170-7cd26da59f06
2094,2094,16.529322419840092,45.34599648383588,2094.0,OK,,45.34684922431375,16.5324924401574,-yR3_87O4wPxAI93kqALmA,ca4af26b-c871-45db-b387-1756b5157374
2096,2096,18.86241790617563,45.36021007070175,2096.0,OK,,45.3591383749453,18.86019493414154,GRQ50Q_BT7kFthWi5o6Ymg,68545de0-3243-432c-bd2c-a3175da61480
2097,2097,15.12606935790167,45.232071154542055,2097.0,OK,,45.2319644896973,15.12600364441426,hZAUTgdem_msE54aXRbV-Q,26652835-ee57-4cd3-98a8-3405c7ef07ba
2100,2100,18.020089748409745,45.51487359485033,2100.0,OK,,45.51336877189347,18.01099936125996,ymtRfBEM4TrVqmiVNsae5g,0af79a7e-5572-461a-86d6-4f3af91bbdfb
2104,2104,17.184636654315792,43.37374734033176,2104.0,OK,,43.37826113540618,17.18900740841731,Y-opJtCsCjR90BqHvrKhcg,ad8b7895-1cb0-4f26-b25c-358a5dae6489
2106,2106,17.383416682441773,45.81018183652881,2106.0,OK,,45.81006076767338,17.38356659334741,wmGnTRs_cjZ2ReY9iaTSgg,83111876-4c3c-4ed7-8833-efc4ee0b0d11
2110,2110,18.726469750645816,45.36526371882241,2110.0,OK,,45.36042827178546,18.71629938128735,CO9uofKKkXz8rGUyKEHYfw,90287899-c164-458e-b008-d3b65fa2ec7c
2112,2112,13.870732305390325,45.12418731098329,2112.0,OK,,45.12534497312784,13.8700813121503,hnw7_2b2qlg95CKI6WSsxg,8a5fd6bd-24b4-46f3-ae71-1deafdbf56d0
2114,2114,13.830589380104216,45.308840339906446,2114.0,OK,,45.30830639595035,13.82454632695779,ODyPihxazbqsxbYWjTQGlA,63db8a6e-9753-48b4-8459-1145f365d7f0
2115,2115,16.976401690115843,45.74469342854547,2115.0,OK,,45.74855672756915,16.97349569780864,msJXjLZySHk2VLMcUqtYoA,81ffa322-c978-4fb6-9124-3f57a01735de
2117,2117,18.310452662736783,45.32662362597796,2117.0,OK,,45.3277759466762,18.30707242904767,8-YkpfeIWjJogBoFRFPv5A,5cbb7803-26dc-4be1-9ac0-d9a6da6f0f78
2118,2118,18.54207533825473,45.49045110309618,2118.0,OK,,45.48794847090402,18.54758189146155,hKo0ywLk3PvcuU-NJZmzDQ,aa265439-324f-434b-bfbb-c7b8a9990bec
2119,2119,17.812768700340687,45.52920607535768,2119.0,OK,,45.52824931692117,17.82365270284085,0ijfiVpSMZf6j81-L4D08A,7280abaa-d03e-464f-99d0-b689c5c807cd
2123,2123,15.647181513811692,44.45625056534084,2123.0,OK,,44.45830385995264,15.64875283583415,O0iP6gdSec7UAA0JH8JCAw,57d13077-e46e-430b-abbc-e1704bb8220b
2124,2124,17.808834762095046,42.81761091333202,2124.0,OK,,42.8167765025465,17.80922450237404,e474nlrmCLK3kghTieNxoA,2a37d42b-3493-43e2-aec7-387461f6ca6c
2126,2126,14.045697929198091,45.205048630228006,2126.0,OK,,45.20383227393692,14.04369077816281,XyUnH5yq7cGRGUv1gx02RQ,bd93e81b-d8c6-43d8-ab59-79d33c7fad6d
2127,2127,18.680424317237787,45.09625065301429,2127.0,OK,,45.10179611518038,18.68010958650537,GJQWH7HBc05eCdo2K2JmsA,a31851d3-5318-4d7c-a2c4-94a39fe8a6ba
2128,2128,18.30920903565934,45.54191933896944,2128.0,OK,,45.5452532864265,18.30905061219179,T5u7T38bvK4sNobTWW8oag,29d131a0-2887-4360-a59d-235abec4a1c5
2132,2132,16.32997481740129,46.49963545559917,2132.0,OK,,46.49855891907136,16.33671530282379,aevIKgImIVd4HO_AD0T7VQ,fbf8885a-7b7d-4730-ac0f-a42a7a0e8a87
2133,2133,16.26271080700681,45.80275661285929,2133.0,OK,,45.80271889631217,16.26437812942859,UdOA_SMXIB7xf3983PPr2Q,84d48d22-3482-4ef7-9bf5-5312944980ab
2135,2135,16.467765313715734,43.64452108900923,2135.0,OK,,43.64347163044611,16.46680514771104,AJIuUvJ1kT-Hv40VeTkdJg,35a63015-9429-4112-90df-f42b74764275
2136,2136,15.981818897291609,44.26107934974179,2136.0,OK,,44.26741312370065,15.98234076056628,Eudmxt6hioA52YPE4D-5hQ,2104f31a-1ccb-49d3-81b2-b2056f7acde4
2137,2137,17.081201317300238,45.95100284983803,2137.0,OK,,45.95097899547513,17.07303182603359,XM24qPt9EDnJTrzxO8qtnQ,0dff8918-73e2-4f0c-9c94-03dca1722af1
2140,2140,15.845395103458788,43.94505685203342,2140.0,OK,,43.94757800514252,15.84238122678765,pvD2BV2F2R2s91FQ0y7vfg,75d29646-92c8-443f-b54b-bfa973796daa
2141,2141,15.624816513729996,46.16459861852951,2141.0,OK,,46.1712343952366,15.62096502355009,cQjIkHGeuc0jCpDBja1KfQ,fb2ca005-3d79-43da-8db2-22eedeb5f831
2145,2145,14.851801890658146,45.34028525907944,2145.0,OK,,45.33851772131202,14.85481727401979,ZRGb5IZUU8hgiTFDs_6LJA,bf9cb4f0-fc20-4d5d-b2c2-a5574d995a43
2146,2146,16.295161612838772,45.31971287821891,2146.0,OK,,45.32153626684713,16.29815710009937,SwE3Vf9FAc195RNKhQALHA,76db8801-4054-43cd-8276-f39376d46f07
2148,2148,16.961681561282823,43.43040177711176,2148.0,OK,,43.43065777641951,16.96234648253854,3EPQo4mQI5vT9o5wYVhn4A,6cd09670-db9b-433a-8bd1-5a927a6640b5
2150,2150,17.13282755373872,45.66288851260732,2150.0,OK,,45.66077299040532,17.13129658558482,jSlsDKFUNqGTnZBA5HUtkw,bd4773a4-739b-476f-bd16-118b873f2afa
2151,2151,15.904821769249446,45.30304804577653,2151.0,OK,,45.30088127630632,15.90557745151965,cF5G5oT-YIH4WlAs44qUQw,9126b9b7-623a-4575-ad70-fe890f741671
2152,2152,14.010062613020027,44.95318204966291,2152.0,OK,,44.95497550326436,14.00327454934441,Kr4-GNWNdNyaAu4XUIGmYA,1eecb035-a08e-4809-8531-b918f38f7b71
2154,2154,18.810565274582675,44.97030249262385,2154.0,OK,,44.97355515422929,18.81726632179021,yf_D78ZJhuQld1Eorb_8wg,4ca02bcd-07d6-4770-b43f-6f2eed4c514b
2155,2155,16.888958443016236,46.00603373204355,2155.0,OK,,46.00628715629959,16.89066394396551,R3l1vnJoQT5qWUjlIYMmNw,76d5c38c-8c01-4b01-b759-b333617c879d
2156,2156,15.67113885256459,46.12069588325985,2156.0,OK,,46.12284426244364,15.67435878160037,S29SAsOD5dkOSb1S6j6p4w,003db133-8988-4002-9db8-030436e72e07
2157,2157,16.692035000090456,43.46070955246253,2157.0,OK,,43.4595332791764,16.6929957973899,ePKNxAASz0dodoiqHBekBA,45c2b625-8a87-48a6-850d-4a10416a254e
2158,2158,15.405039763391123,45.54921515594468,2158.0,OK,,45.54947743646948,15.41171016273527,4EAuMn1jpqhJSysofp6wYQ,b3b01406-7d52-4d48-a306-8c74bb66d478
2161,2161,16.241092039455737,43.97697284164114,2161.0,OK,,43.97518902920403,16.23316534074426,eGISkhKLrXcJC3sakX5_7Q,a0d8ce0f-c1a1-44bc-9fac-400fb3cad59a
2162,2162,15.499380076944758,45.80582265551923,2162.0,OK,,45.8056651110893,15.49871309428521,Gz2CDxyLybsRcpnNL6cpBA,8d6804d1-9bb0-4de5-accf-6914d8e54d7c
2163,2163,14.6914123249328,45.40044667733457,2163.0,OK,,45.39721797451279,14.69372009141916,QA2WA_ojRJcaJyRRslfrGQ,8805c199-5fb3-418d-901c-d36ecb68c01e
2166,2166,16.010678941909514,44.52074841183492,2166.0,OK,,44.52006004556196,16.01290880178107,rHOWq_FDmR5EX-BuiwuHlw,abbd59eb-f688-459c-9910-188d383caadf
2168,2168,17.48299059314831,45.74286659693443,2168.0,OK,,45.74210717502598,17.48227236075075,wjJMdtxgHtSlQP0xShE8DQ,f93c6a60-3e0a-45de-8358-1001d1b71989
2169,2169,17.847569460076034,45.426294004851655,2169.0,OK,,45.42677219456725,17.84345590931758,0hKwQ-ePJ6Pt-NddSInBzA,84166788-d5d8-4f40-9590-6d6d88eb913e
2170,2170,14.041306186206672,45.34322148715613,2170.0,OK,,45.34832197439126,14.0500319822997,-I4yy_-nD7ys9BIBZ1c0iA,dca1dc73-117a-458e-8a0f-8ab1d6ccd4cc
2171,2171,13.939325410946688,45.02776447995801,2171.0,OK,,45.02910482296105,13.93703192571087,fOFRAQ3A_9TXtyQUqm0ZUw,bb3b03b0-9251-482e-894a-076ccdf8fc41
2172,2172,15.76020902758863,43.910198335527134,2172.0,OK,,43.90962378011095,15.76195348181601,DvGtHvEuj4M8JR-EVdkA3A,76cc3a85-a331-4e11-aa4c-dcbccb8938f9
2173,2173,15.396986696089844,44.53873406512654,2173.0,OK,,44.53529394398772,15.3940914338205,A93K3JrvpbKy40kGhJziNg,bcfd7d96-5a9c-4ed1-b5dd-7a8fbd76f749
2174,2174,16.702125961724764,45.53660154801897,2174.0,OK,,45.53140095825579,16.70886685772333,68XQ7n9ELdiGO6cMiRHA3w,f4f84c5b-03bf-41f7-9927-e2a6f7e88402
2175,2175,15.206313167481394,44.62172153268675,2175.0,OK,,44.62145977503015,15.20509523107858,hj7CQh2q0PkGnb3YabYLtg,439b4cd2-08b0-4922-a68d-7bb0c8d2e735
2177,2177,18.977546851057184,45.40312411580256,2177.0,OK,,45.40322561569296,18.97754654416267,Mrt0_GVAcxbJbeyZKYOBAw,3ca6c516-8ebc-4696-8508-99b4cf4022f3
2179,2179,16.823746831103122,43.54927135909918,2179.0,OK,,43.55373224505597,16.82756696544972,lMfMEV4mMaviOYPwEnTXrQ,5c676b54-a1e7-4493-a6a4-f4f467d97e47
2180,2180,15.589943062099024,45.191073965688894,2180.0,OK,,45.19576116796501,15.59814350729197,SImsoNY4_N8qQuJesXZilg,4afcd79d-1c46-4b99-8a1a-746522d90db9
2181,2181,16.735831624211784,43.46485790549539,2181.0,OK,,43.46108814808035,16.73542360640544,GMrnNm_SwOniDI_I8xVvDA,0476dcf0-c2bd-44a1-afeb-d721c035a9ec
2182,2182,17.274303071727978,45.92091075094724,2182.0,OK,,45.92655620773463,17.27768304371114,Km-ih9N698iK8iTu9I2wzA,cf80e959-44bd-4369-a00b-116ee319a5ce
2183,2183,15.55070765324886,45.60616147297226,2183.0,OK,,45.60330498774297,15.53874982739277,9QVl8SKOtlHCzOsNR6I1oQ,2e97ddd1-0b11-428b-b2d2-5e16291e4270
2184,2184,16.499895378418685,45.380311773059226,2184.0,OK,,45.37941321797072,16.49428298532704,XVF8cg1ot4aX2_wmYQNZNg,065284f5-4036-433b-9e62-18183daaf9e9
2186,2186,17.621017565712847,45.62427884653865,2186.0,OK,,45.62185770761832,17.62151450400473,rNcQ37bR6PDlJGrmofrxZA,5865ae03-737a-4d0c-a2f5-7afd5f1e3321
2189,2189,15.255566610929137,45.214598293934905,2189.0,OK,,45.21477445625981,15.25860038314697,yBAhJCtJLHowFDBHT5VrCw,a77d604b-8d6c-49a1-829d-6098bafb2627
2190,2190,16.095980480656827,45.30432310576359,2190.0,OK,,45.3037341708483,16.10649460444591,DnWnVasnifBq11mRANiH3g,42b87c9c-4a89-477b-b201-440e7179f69a
2191,2191,18.77985235978316,45.18261054291833,2191.0,OK,,45.18426932129621,18.77085277133904,Ymd59V2kAnN1sWCWiblFew,94a689b8-84bb-4e94-85d9-2e229fde3dbb
2193,2193,16.57126916222241,45.89592324036603,2193.0,OK,,45.89546445397276,16.57829148257244,A0OL9foxtIn_E12Q7b7ysA,bcfd9c91-8b32-4d9b-9a57-b5202a4dcbab
2194,2194,16.471758500619316,46.4907693438135,2194.0,OK,,46.49224678332933,16.46994167227881,esYsrUek2XkdkE4yI0oGUg,2d9edc02-30d2-484b-bd91-bd111734a72b
2199,2199,15.410618132146716,44.32507197577663,2199.0,OK,,44.31923792124136,15.40840177012869,gisxFeEk0tD1JKLa1lELkA,ae95df83-8aa6-46bc-89b2-564fcda6b596
2203,2203,17.364494726512934,43.2016253002976,2203.0,OK,,43.20459263190818,17.36550516786169,-X5uFqhgWaAKT51F7K5wtQ,24024684-391b-40c1-9b85-7e823aea1e74
2204,2204,17.671308808642667,45.80663083488342,2204.0,OK,,45.81380966053437,17.67412721537207,tzOcBVs2amHAEgS4SYLlTw,84cc0858-a3f6-461a-993d-9db6387979f2
2205,2205,15.792481615678357,45.874111808680446,2205.0,OK,,45.87393395372501,15.79257641742005,JYeCb0bULLd_J2EmR8uSQA,e53d0562-b5e1-4e24-87c7-c95f72e2c7ad
2206,2206,16.91192465279038,45.37606763613847,2206.0,OK,,45.37724155685411,16.91381798679598,4czVZfytdka_zTkLtD_ieA,61a4fe59-cddf-461f-95a7-35fb620244c8
2209,2209,15.06725413524446,44.81363251573848,2209.0,OK,,44.81594397739087,15.0691941458316,QiK3Peu3vVQ49k31YT2PbA,8d5e9ca6-2395-471b-83f8-68c6e82f3c7d
2212,2212,18.78890813616508,45.23308468726256,2212.0,OK,,45.22856989185389,18.79505483004012,_CHjuxszOt_Rohjf72fOaw,f31b1acb-2807-417d-aff5-3c44abb1f251
2213,2213,16.551437179367312,45.3280480169081,2213.0,OK,,45.32515759918533,16.56311126239416,dpGCGR3jmnPxzv77cawFvw,4bf59d96-232f-4b32-843a-36481469a68e
2215,2215,16.115619820939514,44.47848836196861,2215.0,OK,,44.47955599567118,16.11273856961509,ZGIQgrgBlInkwmev2Bedcw,7f792d97-e55b-4ad6-b984-6e8557e8b967
2217,2217,17.6681701212299,45.36511701752769,2217.0,OK,,45.36016109333403,17.67367588479106,ZfFcp8BNarKpjAhz8_IrCg,6af45fd3-6d09-4d97-adff-489047f81ae3
2218,2218,15.598850477705687,45.62635392879546,2218.0,OK,,45.62551091335315,15.59806014400627,kVGIo6hUSADaoJVC_T6J_Q,6fe84303-5ab9-4bda-aacf-0e41493dd6ac
2222,2222,16.388824230637407,45.97802097632464,2222.0,OK,,45.97751023465748,16.38754611168995,C3bG6m0p7gxW9G1eIjNLvQ,85aa8086-2424-4ac8-aaee-e02c0c95ea66
2223,2223,16.39882810236658,43.61229791531099,2223.0,OK,,43.61265748533565,16.4012773789662,3aKy5yo0YnddS47eL3P-hg,9849d449-2c24-4922-ac43-fdb13721513d
2224,2224,17.63468473254163,45.30464341440453,2224.0,OK,,45.30185041531112,17.6398276104074,xGufBUePjNsKij1HOaeJDw,67263979-4bc7-44dc-a75b-a9e26ac0e0a5
2228,2228,15.695546284750852,43.99652601602618,2228.0,OK,,43.99306695221827,15.68729065212935,LxE-h-kTrHB6A0qc6WJsjA,22d895ff-04e8-4038-9ad7-5c558c5aac45
2229,2229,15.62176406393432,45.16249641780038,2229.0,OK,,45.16321214677368,15.61682315784039,aG7GoAGfMyh6LBDxXZ3ocg,f493fcdf-3f4a-4410-9075-7589a68d75b9
2230,2230,17.004023197784985,43.41819435157535,2230.0,OK,,43.42035816049814,17.00643022472768,RdfvBH0jYtlc7U2UiCGlvQ,16082810-2095-4e51-9111-d7fb01394283
2231,2231,17.620573746514452,43.02669605775077,2231.0,OK,,43.02624886071661,17.62196943877082,RI0kePedAMddEc3K1UDlRA,c96a2bc3-2092-4cbd-87b0-bb6166987adc
2233,2233,16.171228505140967,43.86610893292557,2233.0,OK,,43.86318405312018,16.17184109705498,6c4qwe82CIXeJpTpsnOS6A,fa810ccd-970e-4bee-a125-bef0cd7db819
2235,2235,16.708838948623196,43.4449874487899,2235.0,OK,,43.44900256753706,16.70957966938148,s4Z748ldB_URNLgdtV2ZWA,dbb30cae-af4f-41ce-8aaa-b97e6c72bad1
2236,2236,16.779724359723527,43.6975373175114,2236.0,OK,,43.69439877932831,16.78187226066284,HdP1WtykAcElcFR2_pyFAg,0d2f4032-a20e-41f6-83ce-ed3b2e9fec50
2238,2238,16.605205699374928,43.49401721255364,2238.0,OK,,43.49229418930079,16.6004044546424,5NewO_avV8hliFndBp49rQ,d0f33c43-3fe4-4f14-82a0-1e0c7eb301bb
2239,2239,15.964225073687896,45.75038647152657,2239.0,OK,,45.749822536168,15.96383977413155,BI93luv8tB2FKi2OWNzNCg,8cf30a98-cda7-4225-95c1-f6f5952c2c38
2240,2240,16.89943606049089,45.75660476393933,2240.0,OK,,45.75162974763629,16.8901510536156,ioNS5ZPIpGDaMjW2GB_XVg,f4c9579f-ce13-43e8-bde8-b6389be417e0
2243,2243,15.685781289195337,45.4448505658839,2243.0,OK,,45.44641651629802,15.68320418714285,PEzKNO6Pf0KsQwJy8OBqdw,9efaa31a-9e87-4801-9fed-a13140da2ed5
2246,2246,15.846678808295293,44.33144979216133,2246.0,OK,,44.33348252403114,15.85040635660739,PChdpgPDcxrtMVNABNwY_A,7e20321a-7b63-452f-a0a3-5cb3212a2c8f
2247,2247,15.67633027636384,44.03416884556867,2247.0,OK,,44.03259007149295,15.67537502133763,d48jRjQ0AuPtAecfg6D58w,4c5b76b5-fc9d-4c80-8426-94a2cf26869b
2249,2249,17.847526990554805,45.37230806927868,2249.0,OK,,45.37414252269544,17.84592018554789,2TJR3db9ybZ6y8397L9Liw,4d44a3ab-3e57-4845-8978-fabb069dc9b0
2250,2250,17.47282226628753,45.27190368915005,2250.0,OK,,45.27270453218375,17.47042519212197,vXTmbhCoMQ9iFBPc10YOUA,bc7e9ed8-a93a-4476-9534-e837e455552e
2251,2251,16.23068153743528,45.68742472477472,2251.0,OK,,45.68751568932053,16.23151500377117,xRcjHam4NwVnQQtQ_2F94g,6a4d605b-5a3a-4de8-960c-f8530b22c06d
2252,2252,17.528328045212383,45.75853852190798,2252.0,OK,,45.75957772282539,17.52285254222613,NmnNFEzEOc3WnSkknmI3hA,48384c24-d8b1-4341-b7a5-9a5cad4c70c3
2253,2253,16.28800729901043,45.415242033296565,2253.0,OK,,45.41688972892881,16.29171529233918,C26on93HevZHEB8NADkzRA,1dc94c54-16ae-461b-b159-5b4508659fa2
2254,2254,18.21401540748857,45.65221999221821,2254.0,OK,,45.65264934729566,18.21783182859823,5TwmUwFM0h4vo6F79qHnnQ,9ffa0d97-42cd-494f-bdbb-1eb11c7568ec
2255,2255,17.38195770106635,42.9340255964173,2255.0,OK,,42.9377013550205,17.38419434590447,f2xz7HXZ02YVf7SbM74Hdg,77b8a819-2a36-48ae-b15e-2290f3530b45
